,Price,Picture Url,Neighbourhood,Zipcode,Latitude,Room Type,Accommodates,Bathrooms,Bedrooms,Guests Included,Availability 30,Bath_for_Beedrooms
10847533,1.6532125137753435,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/cfbc80d439a532b12d1fcb73c35c434a,62.223880597014926,48.67692307692308,40.42507249970402,87.57165453970262,2,1.0,0.0,1,5,0.0
13320713,2.0,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/be352412b4cfb82e58f6aad6331ceda5,64.50819672131148,59.09756097560975,40.45734855048774,87.57165453970262,6,1.0,2.0,4,0,2.0
9163023,1.919078092376074,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/e217263ffa747327bf3b538fd7552794,83.11206896551724,82.5814606741573,40.41562870772014,87.57165453970262,4,1.0,1.0,4,19,1.0
12982507,1.5563025007672873,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/e917e4f96e593408ec8070a68c5a4363,84.61260053619303,82.9808362369338,40.41736362454626,34.60482283464567,1,2.0,1.0,1,7,2.0
17167606,2.1760912590556813,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/c1420c5f643d9de240a7bfa15a679e80,79.08307692307692,70.29396325459318,40.42409500687233,87.57165453970262,4,2.0,2.0,1,7,4.0
13750696,1.3010299956639813,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/ab9d4d45ee167321aa52c2de965daa48,62.270348837209305,58.67164179104478,40.429516295644056,28.68243243243243,2,1.0,1.0,1,0,1.0
4698324,1.462397997898956,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/8bf5dc41469001e70e03cf78b65caa29,72.75324675324676,72.75961538461539,40.44357873018246,34.60482283464567,1,1.0,1.0,1,0,1.0
12576602,1.6532125137753435,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/fa261b91fbc528c4ac4250c6c1ba7c87,52.16216216216216,67.30588235294118,40.43583951234555,87.57165453970262,3,1.0,1.0,1,0,1.0
17247525,1.8388490907372552,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/d1c41db282b1fd531ff9004a7e48aff6,84.61260053619303,81.46255506607929,40.41930105573045,87.57165453970262,4,1.0,1.0,2,0,1.0
980929,1.7993405494535817,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/8fb4b092f5cd517cb7ecacd708c8478a,72.12084592145015,68.47654320987654,40.41316496758213,87.57165453970262,4,1.0,1.0,2,3,1.0
2784927,1.4913616938342726,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/c904ef07994e53cb7ec9905a7209eb5c,102.2127659574468,79.6086956521739,40.460752817556845,34.60482283464567,1,2.0,1.0,1,24,2.0
3028371,1.3010299956639813,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/734ace77939821f289da046fe7524319,58.769572953736656,68.47654320987654,40.40897542048472,34.60482283464567,1,1.0,1.0,3,0,1.0
8894850,2.1072099696478683,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/6b0a48e780428d49dccf193bc130fe01,72.12084592145015,66.13808463251671,40.41011666764972,87.57165453970262,12,2.0,3.0,12,12,6.0
13164733,1.845098040014257,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/beb3b1358f8262b6f3892fe4219b6805,70.37463976945244,75.94586894586895,40.424194659857065,87.57165453970262,5,1.0,2.0,2,0,2.0
13906735,1.7634279935629371,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/07e9dbe4d02f97d44a2411c51ad40c12,41.21428571428572,72.75961538461539,40.4480880192507,34.60482283464567,1,2.0,1.0,1,0,2.0
13730055,1.3979400086720375,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/ff0f7de909296e84c2390c2b02523bc8,78.22241379310344,69.16028368794326,40.41264790764397,34.60482283464567,1,1.0,1.0,1,0,1.0
15968587,1.99563519459755,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/532fb38ed2b31df09c68adaf42088515,70.37463976945244,75.94586894586895,40.42135616988319,87.57165453970262,4,1.0,1.0,2,7,1.0
16643784,2.096910013008056,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/f04c22284cb30caa1603f4935c56be61,78.22241379310344,82.9808362369338,40.41697725942937,87.57165453970262,6,1.0,2.0,4,2,2.0
2954308,1.9542425094393248,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/11852f438405bb74af8d0a52b540c0de,80.30864197530865,80.17692307692307,40.41839417930371,87.57165453970262,5,1.0,1.0,4,0,1.0
13131909,1.591064607026499,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/a044653ddabe605cc0e2d18cdf0e862b,64.5813953488372,59.108108108108105,40.4307109942451,34.60482283464567,2,0.0,1.0,1,0,0.0
13604243,1.6532125137753435,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/06940a579e9944a0b323a4209282975b,70.37463976945244,75.94586894586895,40.42593673652578,87.57165453970262,2,1.0,1.0,1,17,1.0
1644665,1.6989700043360187,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/1359fc823e788b841525b0e05174ce3f,47.59574468085106,67.30588235294118,40.47142021357964,87.57165453970262,5,1.0,3.0,5,6,3.0
856669,1.7781512503836436,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/e2dfdd8a6eb034fc6626387ee73e108c,83.11206896551724,68.47654320987654,40.41402788061704,87.57165453970262,2,2.0,1.0,2,9,2.0
5617122,1.845098040014257,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/f689d18cbbe388e1e6eace3c55206f2c,70.37463976945244,75.94586894586895,40.42672045489182,87.57165453970262,2,1.0,1.0,1,0,1.0
1463763,2.315970345456918,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/6507aadc7170dea034c95da1c149bb65,78.22241379310344,82.9808362369338,40.42172890685015,87.57165453970262,8,2.0,3.0,4,4,6.0
7084519,1.9493900066449128,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/d9a595f128692be62820bcecfbfa67be,92.01754385964912,79.55,40.45776700004868,87.57165453970262,6,2.0,1.0,1,12,2.0
8680097,1.7634279935629371,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/3958fe088d8c49e40a2fc8fed8d0379c,84.63841807909604,121.06666666666666,40.42776852342973,87.57165453970262,4,1.0,1.0,2,4,1.0
14397553,1.9030899869919435,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/09cef900b5fbdbcea81283cd419326bf,81.97570850202429,77.14957264957265,40.42882318732581,87.57165453970262,2,1.0,1.0,1,17,1.0
17164342,1.8920946026904804,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/6c45fb4ae4136a823f517da698abaafa,72.12084592145015,69.16028368794326,40.41146103655819,87.57165453970262,4,1.0,1.0,2,11,1.0
16296684,1.4771212547196624,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/2ae92d381d38a459b5a42f08530bf35c,40.18811881188119,43.95555555555556,40.401851692102646,34.60482283464567,1,1.0,1.0,1,30,1.0
5676811,2.113943352306837,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/bcb64ce653d983178eb41724c83d4f15,84.63841807909604,80.17692307692307,40.42634775658457,87.57165453970262,4,1.0,2.0,1,13,2.0
15498951,1.3617278360175928,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/8ecc1fff39266b6fee3e36a7d360b924,52.16216216216216,58.67164179104478,40.43381209856907,34.60482283464567,1,2.0,1.0,1,18,2.0
772646,1.7993405494535817,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/c2db4f712e8ca7f1098d8621581e57e9,72.12084592145015,68.47654320987654,40.41364688194374,87.57165453970262,4,1.0,1.0,2,8,1.0
6284313,1.6020599913279625,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/371efa250c49301ff663d9370b4b617c,84.61260053619303,82.9808362369338,40.41889021611284,34.60482283464567,2,2.0,1.0,1,0,2.0
8606517,1.230448921378274,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/db538542381dcfcffb6b5c7b78ab6e2e,37.2,39.85964912280702,40.381449703367366,34.60482283464567,1,1.0,1.0,1,17,1.0
17677207,1.845098040014257,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/8b53a5d0ffad45c835fa5c33708594f1,83.11206896551724,82.5814606741573,40.411477221815616,87.57165453970262,4,1.0,1.0,2,10,1.0
16205735,1.8750612633917,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/9745c48fb4b814fcdecc06d8e60d608e,78.22241379310344,82.9808362369338,40.418425236013846,87.57165453970262,3,1.0,1.0,2,1,1.0
15267614,1.57978359661681,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/89825e8e0b7844cc3f9c5040e32c7892,55.431654676258994,58.67164179104478,40.434652262521226,87.57165453970262,2,1.0,1.0,1,0,1.0
17451861,1.6532125137753435,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/547b61e71734e9654ad307743ce57eaa,48.345454545454544,46.583333333333336,40.45741224441653,87.57165453970262,4,1.0,1.0,4,21,1.0
14105938,1.5440680443502757,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/82f6dc5af25a09a1b129647b18a4dcb3,58.769572953736656,66.13808463251671,40.409030199602185,87.57165453970262,2,1.0,1.0,1,2,1.0
6723871,1.9542425094393248,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/17f3f896a16fe8c95390d9d427ee995a,47.04054054054054,69.16028368794326,40.407887927934695,87.57165453970262,6,2.0,3.0,6,0,6.0
15016564,1.041392685158225,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/73c7c30e7083efd9cc547be1d7547d4e,29.975,44.95189003436426,40.39482096968235,34.60482283464567,1,1.0,1.0,1,0,1.0
10086783,1.9294189257142929,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/d973045652e34040cdc7648242d1ec81,47.64429530201343,53.85135135135136,40.435072476161615,87.57165453970262,6,2.0,2.0,2,0,4.0
13045577,1.740362689494244,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/9624362475d1ec7f8b0e9feb561db2fa,83.11206896551724,82.5814606741573,40.412306145401054,34.60482283464567,2,1.0,1.0,1,0,1.0
15429065,1.380211241711606,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/b89b46e44683b5bce411707686c02e90,58.769572953736656,68.47654320987654,40.41076875595871,34.60482283464567,1,1.0,1.0,1,2,1.0
16712007,1.462397997898956,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/7f8901498f4ca8930c0f91f51492d33d,47.04054054054054,69.16028368794326,40.410523433543695,34.60482283464567,2,1.0,1.0,1,13,1.0
12280112,1.8325089127062364,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/e2483196d27c01bbd36075e3187057cc,78.22241379310344,81.46255506607929,40.41470107128946,87.57165453970262,4,1.0,2.0,4,10,2.0
6554204,1.4771212547196624,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/b3df699cbfe2796e7b92a41682706400,78.22241379310344,82.9808362369338,40.416833945573366,34.60482283464567,2,2.0,1.0,1,6,2.0
13131714,1.591064607026499,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/431fb08fab807c1a183974315774ae75,64.5813953488372,66.67619047619047,40.42887738509455,34.60482283464567,2,0.0,1.0,1,0,0.0
15855225,1.3617278360175928,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/fe99b15d0961cc0b1951a63f81c27220,47.04054054054054,64.63533834586467,40.411960322558045,34.60482283464567,2,1.0,1.0,1,12,1.0
15210056,1.6989700043360187,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/96b9cd1e07520c22213a708296ebd4c3,58.769572953736656,66.13808463251671,40.4112723598657,87.57165453970262,3,1.0,1.0,2,5,1.0
17267431,1.7781512503836436,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/3f2d4ed5f35b9bf1ef049f380c4271f6,92.01754385964912,79.55,40.45701132350391,87.57165453970262,2,1.0,1.0,2,1,1.0
17742606,1.3010299956639813,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/d1d27317b5fe1669c6ff104390824e58,35.30808080808081,37.94827586206897,40.40420379297792,34.60482283464567,3,2.0,1.0,1,24,2.0
5188300,1.7075701760979365,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/b48c5b6dfefbb64d3aacfbc063eaf26d,70.37463976945244,75.94586894586895,40.42174671855423,87.57165453970262,2,1.0,0.0,2,3,0.0
4667121,2.0791812460476247,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/547afd7432d319fe837ced87c262001a,72.12084592145015,68.47654320987654,40.4096714858821,87.57165453970262,5,1.0,2.0,2,0,2.0
12888827,1.4771212547196624,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/4c1201596798a139179735fb856a5581,58.769572953736656,68.47654320987654,40.40873970237482,34.60482283464567,1,1.0,1.0,1,7,1.0
11916120,1.255272505103306,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/0cb21b28c1cf039a24a7c38d601ae0ff,65.80434782608695,59.016129032258064,40.40400610047519,34.60482283464567,2,1.0,1.0,3,2,1.0
6469256,1.4771212547196624,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/d4b2e8c214c5cd33a567b8fd2d57f60a,52.77777777777778,35.9,40.45189874393565,34.60482283464567,1,1.0,1.0,1,0,1.0
17253117,1.9294189257142929,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/172017523da548fd9bb1b7c4ad743796,83.11206896551724,82.5814606741573,40.41186352894125,87.57165453970262,4,1.0,1.0,1,3,1.0
15597738,1.8808135922807916,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/92342536529119a3d3ac31f1b3565451,84.61260053619303,81.46255506607929,40.41492434598442,87.57165453970262,6,2.0,2.0,2,4,4.0
7237868,1.6901960800285136,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/3de3725e2ed46a7f87f36f522d3fc98d,46.08783783783784,41.07407407407408,40.42623195758067,87.57165453970262,4,1.0,1.0,1,8,1.0
14837522,1.792391689498254,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/184c33a207b9084a6897750d0762e314,81.97570850202429,77.14957264957265,40.43237448554692,87.57165453970262,4,1.0,1.0,2,6,1.0
11706367,2.113943352306837,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/bc8ac33178cb740d95ea1ac95d85781e,58.769572953736656,68.47654320987654,40.41077778477159,87.57165453970262,3,2.0,2.0,1,11,4.0
2162875,1.6989700043360187,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/f995fa1af5afcf1e1bb3e5b879e05a59,55.431654676258994,61.13333333333333,40.43091544265172,87.57165453970262,2,1.0,0.0,1,6,0.0
12683067,1.7781512503836436,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/8a3aa79fe1fd5d0f6606d9b72957d5a8,70.37463976945244,75.94586894586895,40.42338394898039,87.57165453970262,4,1.0,2.0,2,8,2.0
16806380,1.9030899869919435,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/1e8b49b96a3e889dd19e8495cc37751d,44.71428571428572,55.0,40.364282774749874,87.57165453970262,6,2.0,2.0,2,10,4.0
7852772,2.2174839442139063,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/b5f85fb4885fcc79fb78fdfe9587a54c,72.12084592145015,69.16028368794326,40.40893141360911,87.57165453970262,7,2.0,3.0,4,14,6.0
18094168,1.4313637641589874,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/9f90344b6a43fd69f2218e8532eeee8e,58.769572953736656,66.13808463251671,40.41187291153634,34.60482283464567,2,1.0,1.0,1,17,1.0
15510022,1.3979400086720375,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/67990a0635e8f80dc226b31523b53740,62.270348837209305,75.94586894586895,40.42528383038125,34.60482283464567,2,1.5,1.0,1,0,1.5
1659406,1.9030899869919435,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/9f0e680c6f74c8b5e747a39dd0e73a5d,79.08307692307692,75.94586894586895,40.42165118623368,87.57165453970262,2,1.0,1.0,1,5,1.0
780397,2.161368002234975,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/e88bccf8a74037077f1241dfcaf700c3,55.503649635036496,44.95189003436426,40.40318675142228,87.57165453970262,8,2.0,3.0,6,12,6.0
5063957,1.8129133566428557,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/98e94785710ee511c022710f820948c0,72.12084592145015,69.16028368794326,40.4067588583296,87.57165453970262,2,1.0,1.0,1,5,1.0
15167537,1.3424226808222062,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/5ff5d08afe0051a9229da587021fce6f,64.5813953488372,66.67619047619047,40.42504748258658,34.60482283464567,2,1.0,1.0,1,19,1.0
7553122,1.7634279935629371,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/cfed747b0c84a2115ee1be02835defe6,58.769572953736656,68.47654320987654,40.41058654489633,87.57165453970262,4,1.0,2.0,2,0,2.0
4521407,1.740362689494244,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/88f6ff3983cefa4cd92f85f84e224b82,72.12084592145015,64.63533834586467,40.41061470955756,87.57165453970262,2,1.0,0.0,1,4,0.0
6487205,1.6989700043360187,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/b66e122bee23468473d7e741faa83d2a,47.04054054054054,69.16028368794326,40.41377705386476,87.57165453970262,3,1.0,2.0,2,11,2.0
1874165,1.414973347970818,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/e690b0c295f69f84790704e118350185,64.5813953488372,66.67619047619047,40.43071194663772,34.60482283464567,2,1.0,1.0,1,0,1.0
7673930,1.2787536009528289,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/7ab104c48bf03090bf0e39b0a64328f6,47.64429530201343,53.85135135135136,40.437197738680815,34.60482283464567,1,1.0,1.0,1,6,1.0
13280875,1.0,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/c2998bcc2fa26d5a86c1a907db628d46,81.97570850202429,75.94586894586895,40.428423704551925,34.60482283464567,4,1.0,1.0,1,0,1.0
8045805,1.3979400086720375,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/165ab8f7519a3f2d2417e7b3a76633c1,52.16216216216216,61.13333333333333,40.43108119389728,34.60482283464567,1,1.0,1.0,1,0,1.0
12399925,1.7781512503836436,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/d368d90e513831ec4210d01b835c6839,70.37463976945244,75.94586894586895,40.42747347743517,87.57165453970262,4,1.0,1.0,1,9,1.0
16240876,1.7242758696007892,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/2099896cf32b182e635fe01196a9895f,80.30864197530865,80.17692307692307,40.41724975865834,34.60482283464567,1,1.0,1.0,1,7,1.0
17491236,1.4471580313422192,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/91b82a96c413fe3cbe397cce83b76b60,49.26315789473684,45.88034188034188,40.406133559450105,34.60482283464567,2,1.0,1.0,1,18,1.0
15415978,1.6989700043360187,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/68dec7cf6cf427db39d78212784a46ac,70.37463976945244,75.94586894586895,40.42878678711801,87.57165453970262,3,1.0,1.0,1,0,1.0
7932151,1.740362689494244,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/ecd763f969ed655e0959c741a08a7e75,52.078947368421055,68.63333333333334,40.475222186400266,34.60482283464567,4,0.5,1.0,2,0,0.5
11855697,1.662757831681574,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/2542bd904358cb41982fd5e9b5416ccf,72.12084592145015,69.16028368794326,40.40905658988844,87.57165453970262,2,1.0,1.0,1,1,1.0
15353471,2.0791812460476247,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/e514c7a8e31a7df3a1e7c174273c24a3,81.97570850202429,75.51282051282051,40.43079191894783,87.57165453970262,3,1.5,3.0,1,0,4.5
15729350,1.6020599913279625,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/9f4a0070b8486bc93bc43158db8040d5,78.22241379310344,68.47654320987654,40.42046945509272,87.57165453970262,3,1.0,1.0,1,8,1.0
17599840,1.5440680443502757,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/1373bd6c4c15f80c48200beb6364d9e7,25.1,53.13725490196079,40.47660321822877,34.60482283464567,2,1.5,1.0,1,30,1.5
2984936,1.3424226808222062,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/a7ee4d436f43abf7e7292f59becddd2d,58.769572953736656,68.47654320987654,40.40869963473641,87.57165453970262,2,1.0,0.0,1,0,0.0
13535942,1.4771212547196624,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/ae932850dd9bfde04628690c5833f159,79.08307692307692,82.9808362369338,40.42086961878551,34.60482283464567,4,4.5,1.0,2,5,4.5
4692452,1.9030899869919435,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/b43f7914cdbdbd4966c80087b3390733,83.11206896551724,83.62790697674419,40.41174243221802,87.57165453970262,4,1.0,1.0,2,2,1.0
16024004,2.0791812460476247,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/c1cd99c7f611f8aa77ad19a5ea17baae,79.08307692307692,75.94586894586895,40.42417204394575,87.57165453970262,6,2.0,3.0,1,7,6.0
570158,1.3424226808222062,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/e221152295aa245a3976c58a51ea3e99,72.75324675324676,72.75961538461539,40.445503076023776,34.60482283464567,1,1.0,1.0,1,4,1.0
4679716,2.0791812460476247,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/8cc6daa3ea273f6f7dc880d0c711dd7e,84.63841807909604,80.17692307692307,40.42463440707807,87.57165453970262,2,1.0,1.0,1,24,1.0
3895070,2.0,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/5f70c4dc3964ae5e56dba6fcde6892cc,72.12084592145015,68.47654320987654,40.40843748476682,87.57165453970262,4,1.0,2.0,4,3,2.0
15907327,1.7781512503836436,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/4c41a6dcd7192d2f86e64824f89c575e,84.63841807909604,80.17692307692307,40.42453693440115,34.60482283464567,2,1.0,1.0,1,14,1.0
11564669,1.4771212547196624,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/45f81aaeb0dcfda809462e6462648e42,37.44642857142857,28.91176470588235,40.40488114548908,34.60482283464567,1,1.0,1.0,1,29,1.0
15713437,1.792391689498254,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/49236c13b631593de81d095260aad53e,62.270348837209305,75.94586894586895,40.42678191583379,87.57165453970262,3,1.0,1.0,2,15,1.0
745472,1.6989700043360187,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/7e9bd4d4d34707565967f97de53fedf2,72.12084592145015,64.63533834586467,40.409333136147616,87.57165453970262,2,1.0,1.0,2,1,1.0
17661929,1.3617278360175928,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/ea1bdaa626b411263c3c3e264d3078e1,47.66666666666666,34.0,40.46874089740348,34.60482283464567,2,2.0,1.0,1,10,2.0
16376985,1.3424226808222062,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/0852138d3f33a8e684b6932410a65130,81.464,77.14957264957265,40.434485620350856,34.60482283464567,11,3.0,4.0,1,22,12.0
13277971,2.1760912590556813,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/7e4de2860d0ca31bca7f1eff8b6fb1a1,142.83823529411765,80.17692307692307,40.421700117546166,87.57165453970262,6,1.0,2.0,1,16,2.0
1267238,1.9294189257142929,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/cca9190a34cbaba556a788dbe33a5aed,72.12084592145015,68.47654320987654,40.406124942158776,87.57165453970262,2,1.0,1.0,2,12,1.0
9814825,1.5440680443502757,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/1eeeaed67fb232996e177f7b3593410e,37.05263157894737,59.016129032258064,40.41539321060381,34.60482283464567,2,1.0,1.0,2,20,1.0
13719015,1.591064607026499,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/c45e5f7be879d5438018603865c13e81,70.37463976945244,75.94586894586895,40.42341266079544,87.57165453970262,3,1.0,1.0,2,10,1.0
14278486,2.0,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/f8c1cb176ede5c780c737bf0a360473b,54.328125,56.66666666666666,40.5036200815524,87.57165453970262,7,2.0,3.0,3,7,6.0
625700,1.6989700043360187,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/b3b26ac86f9435409adb5a80ae7a0f52,81.97570850202429,61.13333333333333,40.43321576310744,34.60482283464567,1,2.0,1.0,1,0,2.0
4330844,1.9030899869919435,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/24da4a692c3f042d3d9c0f6f9f21c3f5,70.37463976945244,58.67164179104478,40.428560406208994,87.57165453970262,4,1.0,1.0,2,12,1.0
17648404,1.8750612633917,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/8a13c93b2263db950f2b00a829f38973,58.769572953736656,66.13808463251671,40.40742346001041,87.57165453970262,4,1.0,3.0,1,0,3.0
814586,1.8976270912904412,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/9b51a256d9199daccbbbdf45545fcef0,79.08307692307692,75.94586894586895,40.42180911686636,87.57165453970262,4,1.0,2.0,2,12,2.0
15253701,1.3010299956639813,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/f86010dc2ab51f992286a7ab42f1673f,46.08783783783784,37.39393939393939,40.44300185941802,34.60482283464567,1,1.0,1.0,1,8,1.0
16841065,1.3010299956639813,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/5633ff5c00254e1d56a1bb01b445d05c,52.16216216216216,58.67164179104478,40.43150725049837,34.60482283464567,1,1.0,1.0,1,0,1.0
15526344,1.6532125137753435,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/591bd22c1d930d1ecb01108855054843,47.98969072164948,69.16028368794326,40.404039115780485,87.57165453970262,3,1.0,1.0,2,6,1.0
13548264,1.6989700043360187,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/3d6a679dd38959f78aaa06c258b28409,79.08307692307692,70.29396325459318,40.42326040855528,87.57165453970262,2,1.0,1.0,1,6,1.0
1430003,1.8750612633917,https://public.opendatasoft.com/api/v2/catalog/datasets/airbnb-listings/files/b73ec83b39bca4e18cee21460779faff,78.22241379310344,82.9808362369338,40.42063591645128,87.57165453970262,4,1.0,1.0,2,0,1.0
